time,gaze_side_ratio,gaze_vertical_ratio,blinking_ratio
2.783281087875366,1.4549707602339181,1.5628815628815629,3.1481453898396636
2.8917181491851807,1.4617801047120418,1.620958751393534,3.218124456437383
2.9906890392303467,1.3558052434456929,1.6317991631799162,3.271456149229995
3.0941312313079834,1.3978021978021977,1.7343358395989974,3.0977012703304614
3.203068256378174,1.3995749202975558,1.6164542294322133,3.164656554587745
3.3002963066101074,1.5482456140350878,1.6529680365296804,3.266824046100864
3.412572145462036,1.4180790960451977,1.6986128625472887,3.42184629167925
3.5064902305603027,1.4718498659517427,1.6494252873563218,3.5228608347277697
3.610011100769043,1.574742268041237,1.6015625,3.638580147279832
3.7252259254455566,1.5422705314009661,1.678117048346056,3.6202094190698078
3.818333148956299,1.55729794933655,1.6108374384236452,3.6632922352579325
3.9266879558563232,1.7404891304347827,1.4478155339805825,3.202789916468615
4.023955345153809,1.3510011778563016,1.723055934515689,3.564729701669765
4.1349382400512695,1.5241116751269035,1.5864759427828348,3.475329220421527
4.233786106109619,1.700114025085519,1.4926315789473685,3.2728109369173417
4.3454530239105225,1.7358276643990929,1.4398382204246714,3.460807433197367
4.438175201416016,1.6977611940298507,1.4563986409966025,3.2861312443139217
4.53777813911438,1.799037304452467,1.4587737843551798,4.627148716078311
4.644536018371582,2.1994645247657294,1.1094439541041483,5.950984436758796
4.745351314544678,2.0463483146067416,1.1582089552238806,8.37319461141916
4.856159210205078,2.054611650485437,1.2737127371273713,8.223575131028035
4.95211124420166,2.513595166163142,1.0879712746858168,14.420749518318694
5.063749074935913,2.4620505992010653,1.086677367576244,14.681177955571147
5.158522129058838,2.4221251819505096,1.0302245250431779,14.8997119129974
5.265670299530029,2.6802244039270686,0.9893858984078847,17.539360798489326
5.368216037750244,2.4870466321243523,1.0998439937597504,14.075353364744732
5.479710340499878,2.3851174934725847,1.106417546709992,16.337939303699162
5.575707197189331,2.6531645569620252,1.0822510822510822,17.65154829277897
5.680593252182007,2.347262247838617,1.0359333917616127,15.849367437138355
5.779098033905029,1.8693528693528694,1.2617901828681424,9.631201398494511
5.891571283340454,1.962485345838218,1.2806859205776173,9.879623432691064
5.982663154602051,2.185279187817259,1.1508140531276778,8.09120346047899
6.094722032546997,2.075839653304442,1.2076205287713841,10.332532224301225
6.190404176712036,1.7532894736842106,1.2952468007312614,11.024803075431374
6.296565055847168,1.8212719298245614,1.2973214285714285,7.38077252554581
6.40015721321106,1.8111239860950175,1.2843691148775895,6.225469379838649
6.510293006896973,1.6693002257336342,1.3840725806451613,5.730564509949776
6.605905294418335,1.7298728813559323,1.4129213483146068,6.1008683647302115
6.718236207962036,1.7025813692480358,1.335596508244423,6.202796598791249
6.807889223098755,1.6907103825136611,1.404296875,6.162277660168379
6.921982288360596,1.7179788484136311,1.2743362831858407,3.5976057785816264
7.01660418510437,1.5875912408759123,1.3791946308724832,3.4630842296930817
7.1268322467803955,1.5442875481386393,1.331764705882353,3.2087988993393406
7.22723126411438,1.4329501915708813,1.4901960784313726,3.1213662253751013
7.3342063426971436,1.7657894736842106,1.2266949152542372,2.9420038025260586
7.429204225540161,1.5678627145085804,1.2578875171467765,3.096875273269184
7.542584180831909,1.581913499344692,1.3258559622195987,3.0135894722745125
7.645758152008057,1.564102564102564,1.3724792408066429,3.0808391612693677
