time,gaze_side_ratio,gaze_vertical_ratio,blinking_ratio
2.2988176345825195,2.662280701754386,0.6372549019607843,7.472913177804681
2.395904064178467,2.3804878048780487,0.6135040745052387,7.37702186923977
2.50407075881958,2.7532467532467533,0.5170603674540682,7.7788863980263425
2.6007778644561768,2.0545977011494254,0.9612546125461254,7.6414234020459855
2.7112839221954346,2.1754601226993864,1.1300411522633744,6.875967987987442
2.818049669265747,2.0725388601036268,1.1178571428571429,6.927783440850606
2.914285659790039,1.835978835978836,1.2735949098621422,6.508754026869922
3.023571014404297,2.00431654676259,1.0252182347235694,5.878641905198032
3.1212680339813232,1.899441340782123,1.0412979351032448,6.097099928234625
3.2346599102020264,1.9884892086330934,1.1817226890756303,6.105296438161821
3.32612681388855,2.0722070844686646,1.1374407582938388,5.439040629516674
3.4240646362304688,1.8823529411764706,1.3083511777301928,4.429760865889479
3.5323867797851562,2.0713305898491083,1.1063029162746942,4.167380791754475
3.642310857772827,1.8850889192886457,1.2750809061488673,4.2373369204252995
3.738440990447998,1.6414141414141414,1.3638418079096044,4.469004917515094
3.8455958366394043,1.9671897289586304,1.184873949579832,4.244229967029371
3.94429087638855,2.073469387755102,1.1910766246362754,4.420895321246512
4.048033714294434,2.0304287690179805,1.1271844660194175,4.092998698930479
4.1551408767700195,2.380566801619433,1.0250606305578012,4.119646328905562
4.269345045089722,2.089005235602094,1.101513802315227,3.9556542108263177
4.362414836883545,2.074404761904762,0.9076638965835642,4.1183755672266855
4.472507953643799,2.190661478599222,0.7446808510638298,4.755664632899316
4.567439794540405,1.9215358931552589,0.8736616702355461,4.498114110859976
4.677551746368408,2.015873015873016,0.8575418994413407,5.107552994174279
4.77419376373291,1.812883435582822,1.0746606334841629,5.394194880450299
4.887760877609253,1.6662162162162162,1.1705170517051706,5.402061651386125
4.98343563079834,1.5412844036697249,1.2005958291956307,5.599982396207545
5.083230018615723,1.882747068676717,0.8605405405405405,5.880281532920762
5.191749811172485,2.283168316831683,0.7306889352818372,5.627362140186421
5.308449745178223,2.0421792618629175,0.8395324123273114,5.613029160969802
5.427894830703735,1.9173789173789173,0.9864209505334627,5.914607149074749
5.535369873046875,2.0215384615384617,0.9503475670307845,6.039282651870568
5.6320788860321045,2.2214411247803163,0.9173640167364017,5.267622422342173
5.739531755447388,2.0789915966386556,0.9677765843179377,5.647187786894457
5.839717864990234,2.105820105820106,0.9224890829694323,5.348620701560213
5.954823970794678,2.1570093457943926,0.8998875140607424,5.492433216719876
6.0554869174957275,3.0710526315789473,0.5948453608247423,5.546550747565439
6.1566197872161865,2.9358669833729216,0.6309055118110236,5.28669072337507
6.24801778793335,3.389784946236559,0.5567206863679695,5.367862835922981
6.356644868850708,2.898580121703854,0.6151260504201681,4.932625000857929
6.470044851303101,2.682926829268293,0.7257142857142858,5.546236670300053
6.567286729812622,2.5732838589981446,0.7242614145031334,5.166825308508331
6.660279750823975,2.4257748776508974,0.7964071856287425,5.200210607774566
6.7719550132751465,2.14343163538874,0.9991474850809889,5.803372132205517
6.87824273109436,2.289747399702823,1.0054347826086956,4.929872013151581
6.972001075744629,2.2794117647058822,0.9374456993918332,4.898494878615368
7.082564830780029,2.06140350877193,1.038948393378773,4.572320302106826
7.1899237632751465,2.309037900874636,1.0395327942497754,5.066159377792304
7.286526918411255,2.0704607046070462,1.1936108422071636,5.157523382995914
