time,gaze_side_ratio,gaze_vertical_ratio,blinking_ratio
2.468427896499634,1.5074786324786325,1.7259001161440186,3.8856675628617685
2.558210849761963,1.4531615925058547,1.7032258064516128,3.8255161119866408
2.668616771697998,1.4047619047619047,1.7709190672153634,4.23398450971011
2.7669050693511963,1.3623804463336875,1.7892095357590967,4.481586445734189
2.8744239807128906,1.1470899470899472,2.0103857566765577,4.223392451777006
2.9743399620056152,1.0444685466377441,2.1734006734006734,3.9128328913566053
3.0712130069732666,1.241917502787068,1.893525179856115,4.054629302461514
3.181257963180542,1.171664943123061,2.056768558951965,3.8960440929445452
3.2809529304504395,1.1313240043057051,2.1528662420382165,3.688509847246906
3.3902719020843506,1.249462365591398,1.9843081312410842,3.6208210780799783
3.4901280403137207,0.7579214195183777,2.366504854368932,3.20283436590087
3.607050895690918,1.1689497716894977,2.0254777070063694,3.40554631700423
3.6934077739715576,0.8997555012224939,2.461024498886414,3.254787452813998
3.794386863708496,1.1182495344506518,2.0826558265582658,3.242955447085208
3.905526876449585,0.9748803827751196,2.150763358778626,3.013547431036626
4.002352952957153,1.2793068297655454,1.8703465982028242,3.0008359482897444
4.122081995010376,1.4775510204081632,1.688815060908084,3.035206406665039
4.2100348472595215,1.0720631786771964,2.1142433234421363,3.050107144340417
4.320534944534302,1.301715438950555,1.8946700507614214,3.162243992522525
4.418294906616211,1.2409638554216869,1.9186875891583453,3.2687295405287693
4.517353773117065,1.119047619047619,2.134762633996937,3.4194584354656246
4.626672983169556,1.3661971830985915,1.9809885931558935,3.552378591714871
4.737643003463745,0.9533468559837728,2.2588832487309647,3.712697545955329
4.828610897064209,0.8895281933256617,2.344195519348269,3.412816933582855
4.938989877700806,1.331415420023015,1.7677595628415301,3.6104287996073046
5.03504204750061,1.411901983663944,1.7341269841269842,3.897262116433123
5.14113187789917,1.017038007863696,2.1280487804878048,3.581133323264906
5.257933855056763,1.1501925545571245,1.9646017699115044,3.6914217700246907
5.346404075622559,0.8676470588235294,2.3831967213114753,3.907283192613959
5.458002090454102,1.5516339869281046,1.4615384615384615,4.390277090986322
5.554504871368408,1.3014018691588785,1.7361111111111112,4.849550325375603
5.663511037826538,1.9413875598086126,1.319811320754717,5.023537842641407
5.766962051391602,1.5971769815418024,1.5637727759914255,5.203602164521525
5.874812126159668,1.9225806451612903,1.3370593293207222,8.544838000024631
5.968979835510254,2.0268872802481903,1.3528938906752412,9.486213762775012
6.079052925109863,1.8842794759825328,1.3568242640499555,10.809004050760718
6.174666881561279,1.5090180360721444,1.54989816700611,9.486985865501214
6.280133008956909,1.7978620019436347,1.4948006932409013,10.527059868676263
6.396715879440308,1.6868884540117417,1.5123513266239708,10.130381206579939
6.527677774429321,1.728944820909971,1.5396396396396397,17.704191951068196
6.625680923461914,1.3311258278145695,1.8425302826379542,14.86506963074861
6.733388900756836,1.7595375722543352,1.6173245614035088,29.377717571095282
6.826994895935059,1.548651817116061,1.8270481144343302,22.59803737226173
6.937270879745483,1.690888119953864,1.8074608904933815,19.387092238934848
7.033321857452393,1.9786967418546366,1.6558659217877094,24.915325630020583
7.142976999282837,1.9560301507537687,1.689142857142857,29.396286579387414
7.244326114654541,1.6742627345844503,1.8581661891117478,29.641159913637864
7.351368188858032,1.851006711409396,1.754863813229572,22.15535845478466
7.444195985794067,1.7681940700808625,1.9011299435028248,18.778066693798124
7.555766820907593,2.0723514211886305,1.5297872340425531,37.89757664796271
7.653105020523071,1.7782485875706215,1.6761904761904762,26.11671463995752
7.765987873077393,1.3791540785498488,1.994296577946768,22.378257341726062
7.861335039138794,1.2983508245877062,1.7923497267759563,12.811206182524833
7.974515914916992,1.671474358974359,1.6672,4.962277321250328
8.06459903717041,1.2289655172413794,1.9925925925925927,3.87764363025489
8.174295902252197,1.0473061760840998,2.232365145228216,3.613078522726651
8.2713041305542,1.88388969521045,1.4084848484848485,3.5685872881456513
8.38275694847107,0.9677852348993289,2.2943820224719103,3.7198023939825346
8.487070798873901,0.9655667144906743,2.349633251833741,3.644547166564929
8.588883876800537,0.8227272727272728,2.5486725663716814,3.7306565061318664
8.694385051727295,1.2987721691678036,1.717741935483871,3.604887029187913
8.801013946533203,1.4677640603566529,1.55177304964539,3.763477552361741
