time,gaze_side_ratio,gaze_vertical_ratio,blinking_ratio
6.196100234985352,2.4225122349102772,1.0231436837029895,2.766105108804413
6.297039270401001,2.151552795031056,1.1019055509527755,2.9925044597080417
6.400687217712402,2.3154848046309695,1.0658250676284942,2.793282067074297
6.506948232650757,2.392070484581498,1.0680393912264996,2.756679787092489
6.610317230224609,2.5087976539589443,1.0348639455782314,2.7852496421908572
6.7271411418914795,2.239130434782609,1.0318181818181817,3.002357992056159
6.847549915313721,1.8775,1.143389199255121,2.9005285509217575
6.951268196105957,1.894736842105263,1.18214607754734,2.897674638603644
7.0508873462677,2.3221320973348782,1.023288637967537,3.447030845636005
7.155005931854248,1.898074745186863,1.0872756933115824,4.074314042832011
7.270452976226807,2.0,1.0411462160176341,3.383858007952191
7.367361068725586,2.290748898678414,1.0465753424657533,3.847702902062829
7.462196111679077,1.9914529914529915,1.064896755162242,4.130612011258748
7.570098161697388,2.4463840399002494,0.9410112359550562,4.2966424896066915
7.669740200042725,2.1878862793572313,0.9537878787878787,4.89395575103916
7.777389049530029,1.8781664656212305,1.1040564373897708,5.16270539113887
7.890567302703857,1.7852422907488987,1.128787878787879,6.286515030266846
7.984115362167358,1.9231590181430096,1.0671698113207546,6.463377869678803
8.083783149719238,1.6816684961580681,1.1715555555555555,7.07285235408076
8.194950103759766,1.7444717444717446,1.0898035547240412,10.629365311015205
8.293681144714355,1.748780487804878,1.0831792975970425,8.723662410364714
8.41264009475708,1.8327316486161251,1.0999107939339876,8.254084648220841
8.498733043670654,1.787325456498389,1.1375617792421746,10.632108069485358
8.607452154159546,1.9269282814614344,1.0102230483271375,6.951787576948693
8.708380222320557,1.7684931506849315,1.0749486652977414,4.496526346980155
8.804325103759766,1.868187579214195,1.004428697962799,4.0755088900941185
8.921511173248291,1.813712807244502,1.1034816247582204,3.7808890052669746
9.015344142913818,1.7163461538461537,1.1300659754948161,3.77346974688549
9.130218029022217,1.579746835443038,1.0924024640657084,3.523736370457774
9.222079992294312,1.6670886075949367,1.1154618473895583,3.1061313342607413
9.320519208908081,1.8928571428571428,1.021256931608133,2.839557550139262
9.435914993286133,2.0953716690042077,0.9687778768956289,2.825557860696057
9.531891345977783,1.9490861618798956,1.0536363636363637,2.993117487778222
9.642496109008789,2.0802197802197804,1.0655858511422256,2.954101748352066
9.73724627494812,2.1980624327233587,1.0060769750168805,2.807010835717169
9.851367235183716,2.1228070175438596,1.083394294074616,2.632954336673907
