time,gaze_side_ratio,gaze_vertical_ratio,blinking_ratio
4.70302677154541,1.7350565428109854,1.3416320885200552,4.312072512617862
4.808173656463623,1.8341463414634147,1.2754569190600522,4.152857439837424
4.906530857086182,1.956738768718802,1.2636942675159235,4.196817533161445
5.01784086227417,2.1103896103896105,1.2253193960511033,4.037859437123554
5.118569850921631,1.7184615384615385,1.3622994652406417,4.088675069640707
5.223130702972412,2.030249110320285,1.1917631917631917,4.2632186682281965
5.33308482170105,1.93603744149766,1.1934731934731935,4.137269069430545
5.4286887645721436,1.9333333333333333,1.1898148148148149,4.212196048045085
5.525962829589844,2.2274305555555554,1.1318807339449541,4.363936930500582
5.64006781578064,1.9669811320754718,1.0966666666666667,4.0460947118672
5.734217882156372,1.9269406392694064,1.151006711409396,5.211179307324896
5.846575736999512,2.060702875399361,1.1947308132875143,5.551627935497958
5.941557884216309,1.8232484076433122,1.2966321243523315,5.515536742860914
6.0500328540802,1.8274706867671693,1.2357615894039735,5.518176034080543
6.145246982574463,1.8518518518518519,1.24746192893401,5.327009541545284
6.254586696624756,1.6246458923512748,1.330817610062893,5.522160948920746
6.359399795532227,1.753646677471637,1.46231884057971,5.441338092426497
6.455993890762329,1.919431279620853,1.412532637075718,4.837798931589667
6.565935850143433,1.5116279069767442,1.4884792626728112,4.501192840868747
6.677288770675659,1.8048780487804879,1.3265895953757225,4.432103111774499
6.777008771896362,1.7251552795031055,1.4375,4.243931468604925
6.8710198402404785,1.8045234248788369,1.2722513089005236,4.048886041187695
6.98488974571228,1.8611570247933884,1.298804780876494,3.850409743828525
7.081236839294434,1.6230366492146597,1.3016845329249618,3.6859215895864086
7.1926209926605225,1.7818181818181817,1.3831775700934579,3.735073569127863
7.288066625595093,1.5234248788368336,1.4521193092621665,3.6686222464139173
7.386300802230835,1.7019400352733687,1.3678516228748068,4.1226246728449665
7.497208833694458,1.4269870609981516,1.3321492007104796,3.675967981705812
7.607864856719971,1.785604900459418,1.2264381884944922,3.909518230854151
