time,gaze_side_ratio,gaze_vertical_ratio,blinking_ratio
19.07485795021057,1.375,1.3674121405750799,4.434912395697046
19.170433044433594,1.4818731117824773,1.466966966966967,4.228916379331707
19.285879135131836,1.7770700636942676,1.2532299741602067,4.320858328751862
19.38741707801819,1.740340030911901,1.3390501319261214,4.4495131532936885
19.48659610748291,1.472636815920398,1.4891485809682805,3.9555365723147573
19.58720898628235,1.632375189107413,1.3513513513513513,4.030176940264233
19.6997230052948,1.599056603773585,1.3347457627118644,4.225575857735815
19.794302940368652,1.4692307692307693,1.3848439821693908,4.914675214196376
19.90151619911194,1.9876923076923076,1.2194285714285715,5.003401974643985
20.001612186431885,1.9083728278041074,1.1658823529411764,5.192111347781861
20.09951114654541,1.9183955739972338,1.1707818930041152,5.46518180833828
20.210835933685303,2.0941358024691357,1.0543032786885247,5.436698658900667
20.31535792350769,1.9298531810766721,1.1154299175500588,5.073395649621185
20.412644147872925,1.739825581395349,1.2467222884386173,5.237941518746772
20.52633023262024,1.8614718614718615,1.1863285556780596,5.683881794562184
20.61819815635681,1.7327249022164277,1.253763440860215,5.282408670510316
20.729628324508667,1.8398876404494382,1.1741935483870967,5.3204440403669775
20.82725214958191,1.7140992167101827,1.3229050279329608,5.284362694075227
20.924827098846436,1.6326530612244898,1.2490660024906601,4.910858340240232
21.036866188049316,1.817671809256662,1.1326963906581742,4.496394101921577
21.141923189163208,1.6864640883977902,1.2563805104408352,4.640244976357705
21.241455078125,1.6633380884450784,1.2332535885167464,4.829896250185856
21.347684144973755,1.6849925705794948,1.171875,4.545201025711952
21.443430185317993,1.7217391304347827,1.143835616438356,4.509977255777652
21.551165103912354,1.7731629392971247,1.1919191919191918,4.014917948972434
21.662861108779907,1.7514792899408285,1.2355769230769231,3.940105150848814
21.756705045700073,1.9816053511705685,1.130227001194743,4.123241792942423
